LogID,Timestamp,UserID,Role,Endpoint,HTTP_Response,endpoint_level_1,endpoint_level_2,endpoint_level_3,hour,day_of_week,is_unusual_time,is_internal_ip,is_authorized,HTTP_Method_DELETE,HTTP_Method_GET,HTTP_Method_HEAD,HTTP_Method_OPTIONS,HTTP_Method_PATCH,HTTP_Method_POST,HTTP_Method_PUT,role_risk,req_freq_5min,inventory_change_rate,role_encoded,endpoint_l1_encoded,predicted_anomaly,anomaly_score
e7486b86-f44f-49ab-ba7b-fcce29e7e8a7,2024-12-13 03:16:08,1,Doctor,/pharmacy/orders/9268,302,7,8,8614,3,4,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
05c8e834-e512-470e-a6c2-e829147fd499,2024-12-17 05:05:56,2,Doctor,/lab/results/8754,201,4,11,8048,5,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,4,0,0.0
e34055a6-f25f-4c01-b60f-5ec2751a87be,2025-01-27 12:47:24,2,Doctor,/pharmacy/refills/7237,201,7,10,6378,12,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,7,0,0.0
6ca18282-d755-4d21-8355-80ad6d81eff8,2025-01-30 09:07:54,2,Doctor,/patient/appointments/684,200,6,0,5938,9,3,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,6,0,0.0
78a997bb-7e20-4d5c-9de2-67b804972e8d,2024-11-29 13:02:59,4,Doctor,/patient/labs/1545,200,6,6,512,13,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,6,0,0.0
1e80e761-23a1-43da-887d-fad938f5ffed,2024-12-27 09:55:50,4,Doctor,/pharmacy/refills/9381,201,7,10,8739,9,4,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
e3c3c636-a9f7-45c7-9223-bc3732b4a74f,2025-01-18 06:39:11,4,Doctor,/claims/status/3554,200,2,14,2444,6,5,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2,0,0.0
d86a7b57-a461-4de0-b9e3-ff33f0fff4ea,2024-12-24 13:44:46,5,Doctor,/patient/insurance/2731,201,6,3,1635,13,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
6890e483-48be-4b55-8c9f-120080e6988c,2025-01-28 13:22:20,5,Doctor,/patient/labs/5384,302,6,6,4321,13,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
6e3d9097-96fa-4f40-b2d9-3dc1b51894d6,2025-02-11 08:09:08,5,Doctor,/patient/appointments/cancel,200,6,0,9417,8,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
a93b910c-5f4d-4cb0-b817-b050a7a21b81,2024-12-15 07:01:25,6,Doctor,/lab/results/9130,200,4,11,8463,7,6,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,4,0,0.0
85220ab3-3a3c-4e04-989f-8e4ad092d373,2025-01-11 03:50:44,6,Doctor,/pharmacy/refills/9065,304,7,10,8391,3,5,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
dd67a924-6f65-493d-b4e8-4acca4d9a40d,2025-02-08 23:36:17,6,Doctor,/patient/labs/4160,200,6,6,3052,23,5,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
6ae075c5-c887-4906-b402-123cb44468d6,2025-02-24 12:51:07,6,Doctor,/patient/labs/1328,200,6,6,308,12,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
54ae04f2-af59-42fd-be9d-befef0c4db4f,2025-01-18 01:53:28,7,Doctor,/lab/tests/8614,200,4,15,7894,1,5,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,4,0,0.0
e636e171-c962-44a4-a862-e548dddcdb02,2025-02-23 07:54:16,7,Doctor,/billing/invoices/7811?export=true&limit=500,304,1,4,7010,7,6,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,1,0,0.0
55d5a8a7-bfab-44f5-80d4-d6caacaced32,2025-01-10 12:35:17,11,Doctor,/pharmacy/orders/8406,200,7,8,7665,12,4,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,7,0,0.0
12e18cce-7c92-4105-9249-a6b02aa75d5f,2025-01-30 10:13:13,11,Doctor,/patient/insurance/2490,200,6,3,1398,10,3,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
e5684edc-5f27-41aa-860e-95b1b54c995e,2024-12-10 12:07:27,12,Doctor,/patient/appointments/confirm,200,6,0,9418,12,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
93ee4b5d-fed7-4d8f-b808-3b3fb166e244,2024-12-20 08:56:21,12,Doctor,/patient/insurance/8831,200,6,3,8133,8,4,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
f616f225-9144-4b6a-b80f-e4ba4c772633,2025-01-26 13:24:48,12,Doctor,/patient/insurance/7536,200,6,3,6707,13,6,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
3b66c8d2-68b4-497a-822b-a3de8aef78ed,2025-01-31 13:59:46,13,Doctor,/patient/appointments/cancel,200,6,0,9417,13,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,6,0,0.0
475b1133-f10a-4877-812a-edd56c282f36,2025-01-05 12:20:35,14,Doctor,/patient/labs/7838,200,6,6,7039,12,6,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
713189f3-a9a3-4d7b-a515-875f1e0f7069,2024-12-08 12:46:38,15,Doctor,/claims/status/5301,200,2,14,4230,12,6,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2,0,0.0
27da96ba-eff0-4a91-868a-51bd6608fc94,2024-12-08 01:59:10,16,Doctor,/pharmacy/orders/6577,200,7,8,5646,1,6,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
62ce4268-8e3b-4140-8041-de57568350d7,2025-02-17 09:29:31,16,Doctor,/patient/appointments/538,201,6,0,4316,9,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
43a70a80-2f43-4543-8a35-64fcbf2fab1b,2025-01-04 04:23:26,18,Doctor,/patient/appointments/confirm,201,6,0,9418,4,5,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
dc511a34-dbc8-4529-a87e-3b1f75c6b616,2024-12-14 03:36:31,20,Doctor,/pharmacy/refills/8654,200,7,10,7938,3,5,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
8f89bdd2-60b0-4e18-9514-fe9cbcef35b8,2024-12-29 12:22:28,20,Doctor,/pharmacy/orders/8447,302,7,8,7710,12,6,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
62453855-8aa7-4f62-ade2-965456198142,2025-02-19 10:32:24,20,Doctor,/pharmacy/orders/5765,200,7,8,4744,10,2,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
2009733d-aa7b-4796-95d4-2b4937c8996a,2024-11-29 08:46:44,21,Nurse,/patient/labs/5882,201,6,6,4874,8,4,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
