LogID,Timestamp,UserID,Role,Endpoint,HTTP_Response,endpoint_level_1,endpoint_level_2,endpoint_level_3,hour,day_of_week,is_unusual_time,is_internal_ip,is_authorized,HTTP_Method_DELETE,HTTP_Method_GET,HTTP_Method_HEAD,HTTP_Method_OPTIONS,HTTP_Method_PATCH,HTTP_Method_POST,HTTP_Method_PUT,role_risk,req_freq_5min,inventory_change_rate,role_encoded,endpoint_l1_encoded,predicted_anomaly,anomaly_score
fe0687fd-1f80-4862-bbfe-d5a8966ca466,2024-12-04 15:37:29,1,Doctor,/lab/results/9028,304,4,11,8350,15,2,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,4,0,0.005
7c0123a0-93fd-4779-8da0-604d3e5750a1,2024-12-11 12:18:23,1,Doctor,/patient/appointments/confirm,302,6,0,9418,12,2,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,6,0,0.0
86e4bbf9-8ed6-44c1-8947-dced418af319,2024-12-02 02:23:50,2,Doctor,/patient/insurance/6881,200,6,3,5984,2,0,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,6,0,0.0
a91e9772-e17c-4b72-b867-8f69f63fdbcb,2025-01-21 10:26:02,3,Doctor,/pharmacy/refills/6452,500,7,10,5508,10,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
a5438b0c-3896-4dae-b6d9-884d96513d69,2025-02-07 13:30:08,3,Doctor,/claims/status/9521,200,2,14,8893,13,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,2,0,0.0
a4f6d191-6cfe-4234-8df4-8eedab59c4e5,2025-01-15 09:34:01,4,Doctor,/pharmacy/orders/8721,200,7,8,8012,9,2,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
0f8909f1-c7e1-4134-9a05-244325f6e0d1,2025-01-20 12:11:28,6,Doctor,/patient/labs/6280,200,6,6,5317,12,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
c9064100-f564-42a2-b3af-b5ae0103900f,2024-12-14 05:21:50,7,Doctor,/claims/status/5161,200,2,14,4074,5,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,2,0,0.0
c93d05d6-dd0b-4b73-abe7-39d80ce68eed,2024-12-27 06:38:55,7,Doctor,/pharmacy/orders/9315,201,7,8,8666,6,4,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
a36e0e47-de1d-4546-bbfc-1d37cc50b16c,2025-01-20 05:22:51,7,Doctor,/billing/invoices/6901?export=true&limit=500,201,1,4,6007,5,0,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,1,0,0.0
2a9b7900-7b80-47cb-8ab1-e761f9b85712,2024-12-30 21:54:28,8,Doctor,/patient/appointments/cancel,200,6,0,9417,21,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
32d5f48b-aff7-4b98-8528-3695af254c85,2025-02-19 05:02:01,8,Doctor,/patient/records/8170?export=true&limit=1000,403,6,9,7406,5,2,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,6,0,0.0
a5fe3d13-0eb7-4177-91fb-d135ea3ce46a,2025-01-15 11:04:19,9,Doctor,/claims/status/9936,200,2,14,9347,11,2,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,2,0,0.0
8ec96faf-47db-4c34-bf8a-63d94c920eac,2025-02-11 00:31:54,9,Doctor,/patient/appointments/546,403,6,0,4405,0,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
8c119b0a-f7ad-4e41-9d45-516f573d9c4f,2025-02-20 05:53:58,9,Doctor,/patient/appointments/confirm,200,6,0,9418,5,3,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
dd28c8c2-bab7-49ae-8f80-06e549beb72d,2024-12-11 00:19:51,10,Doctor,/claims/status/4368,302,2,14,3262,0,2,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2,0,0.0
e94bf287-6875-4761-85a1-dcb4fb02f535,2025-01-07 15:02:35,10,Doctor,/patient/labs/7852,200,6,6,7055,15,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
1e4e08c1-fda3-48f5-9e18-9e78d5531634,2025-01-08 11:06:50,10,Doctor,/patient/insurance/1043,403,6,3,44,11,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,6,0,0.0
5fc5c29c-eb8a-4b2b-bf7a-fd512f636e2a,2025-02-08 15:26:02,10,Doctor,/patient/labs/5347,200,6,6,4280,15,5,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
57e99dd4-4dbb-4962-98ea-8fcd5537e43a,2025-02-18 01:08:19,10,Doctor,/billing/invoices/5062?export=true&limit=500,200,1,4,3964,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,1,0,0.0
e5ff4e03-39b4-4b03-a06f-7ab06ea8d848,2025-02-22 12:54:26,11,Doctor,/patient/labs/2133,200,6,6,1055,12,5,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,6,0,0.0
3206c9ed-c897-427f-bf11-0b34a11ef2bc,2024-12-30 13:34:11,12,Doctor,/pharmacy/refills/7370,200,7,10,6525,13,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
3a0ef0a2-6ba4-45f5-850e-38133b16db4b,2024-12-17 01:35:36,13,Doctor,/billing/invoices/9398?export=true&limit=500,200,1,4,8757,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,1,0,0.0
76a5063d-f8e2-4434-8e48-0e687b68f2b8,2024-12-26 15:48:41,13,Doctor,/claims/status/7831,200,2,14,7032,15,3,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,2,0,0.0
b5302fa0-bee2-4995-8543-898f28eba55d,2024-12-29 00:48:01,13,Doctor,/pharmacy/orders/8771,200,7,8,8067,0,6,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
5440dbb9-c293-4e94-ab16-df86d6f1c5df,2025-01-31 07:54:04,13,Doctor,/pharmacy/refills/8223,200,7,10,7464,7,4,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
7b37e481-9da8-4f17-9b90-a971c1f1d55f,2025-02-13 14:19:13,13,Doctor,/pharmacy/orders/5891,201,7,8,4884,14,3,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,7,0,0.0
8d2b3b6d-655d-44e0-b3f3-6705b81ef45a,2024-12-31 15:49:26,14,Doctor,/claims/status/7709,200,2,14,6897,15,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2,0,0.0
3b613373-ff1d-43cf-8371-d083fba0e9e2,2025-02-08 10:59:51,14,Doctor,/patient/appointments/cancel,200,6,0,9417,10,5,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
451382a2-f14d-4e6c-b242-f2d01b702643,2024-12-08 11:33:50,16,Doctor,/pharmacy/orders/7108,200,7,8,6236,11,6,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,7,0,0.0
c4967f51-7620-45ca-a7f2-6ca1bd993b85,2025-01-06 08:42:27,16,Doctor,/patient/appointments/cancel,201,6,0,9417,8,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,6,0,0.0
efa42a7a-c6b1-4cdd-bcf4-2b2ab6112b18,2024-11-27 01:51:46,20,Doctor,/pharmacy/refills/5914,200,7,10,4910,1,2,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
9e27d626-4b2a-45d2-87b1-9a62160746ea,2025-01-09 13:55:43,20,Doctor,/pharmacy/orders/7373,200,7,8,6528,13,3,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
