LogID,Timestamp,UserID,Role,Endpoint,HTTP_Response,endpoint_level_1,endpoint_level_2,endpoint_level_3,hour,day_of_week,is_unusual_time,is_internal_ip,is_authorized,HTTP_Method_DELETE,HTTP_Method_GET,HTTP_Method_HEAD,HTTP_Method_OPTIONS,HTTP_Method_PATCH,HTTP_Method_POST,HTTP_Method_PUT,role_risk,req_freq_5min,inventory_change_rate,role_encoded,endpoint_l1_encoded,predicted_anomaly,anomaly_score
58c12dcf-9093-4301-a571-243522dcb5dd,2025-01-16 09:03:44,1,Doctor,/patient/labs/2112,200,6,6,1035,9,3,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,6,0,0.0
2f7d2f8d-fa78-4e18-b491-95ff6ae4d53a,2024-12-04 03:35:17,2,Doctor,/billing/invoices/9560?export=true&limit=500,200,1,4,8936,3,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,1,0,0.0
c9e4c2cb-88fd-4c13-9e2a-9666e96cdec6,2025-01-09 12:47:43,2,Doctor,/claims/status/6619,200,2,14,5693,12,3,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2,0,0.0
3f9c549e-5f2e-45b1-a0eb-f21ea243ba1f,2025-02-10 12:29:44,2,Doctor,/claims/status/8221,500,2,14,7462,12,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2,0,0.0
032eb439-09de-4b64-8d96-91d3d7821fae,2024-12-23 09:08:04,3,Doctor,/patient/appointments/confirm,200,6,0,9418,9,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,6,0,0.0
888e68f9-196d-4251-854f-f4fb43d11ae4,2025-01-30 22:59:18,3,Doctor,/patient/insurance/8217,302,6,3,7457,22,3,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,6,0,0.0
c6681ccd-2c83-4579-901b-5d36e3f30053,2024-12-08 09:27:14,4,Doctor,/lab/tests/8606,403,4,15,7885,9,6,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,4,0,0.0
ae4634cf-f887-4fc6-a3df-1c9d272ea6a7,2024-12-13 09:10:39,4,Doctor,/patient/appointments/cancel,500,6,0,9417,9,4,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
4bcbed65-bb9e-4279-81a5-99cda73f2472,2025-01-17 23:52:29,5,Doctor,/patient/appointments/confirm,302,6,0,9418,23,4,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
66538a78-3176-44e0-bfde-779fd9943cb2,2025-02-15 23:02:26,5,Doctor,/patient/appointments/confirm,302,6,0,9418,23,5,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
