LogID,Timestamp,UserID,Role,Endpoint,HTTP_Response,endpoint_level_1,endpoint_level_2,endpoint_level_3,hour,day_of_week,is_unusual_time,is_internal_ip,is_authorized,HTTP_Method_DELETE,HTTP_Method_GET,HTTP_Method_HEAD,HTTP_Method_OPTIONS,HTTP_Method_PATCH,HTTP_Method_POST,HTTP_Method_PUT,role_risk,req_freq_5min,inventory_change_rate,role_encoded,endpoint_l1_encoded,predicted_anomaly,anomaly_score
1e00089b-1990-433c-a642-bc3b7891f1a8,2024-12-24 03:24:37,2,Doctor,/pharmacy/refills/7384,302,7,10,6540,3,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,7,0,0.0
d6157155-8d0a-492a-92e3-466fb350a082,2025-01-03 08:05:09,3,Doctor,/pharmacy/refills/9257,200,7,10,8602,8,4,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,7,0,0.0
981b2ce7-da07-41bd-af55-bf21873fc90b,2024-12-16 08:45:30,4,Doctor,/pharmacy/refills/9026,200,7,10,8348,8,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
250cd655-44c5-45d1-b918-ccad051b458c,2024-12-13 14:18:02,5,Doctor,/patient/insurance/8410,200,6,3,7670,14,4,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
53c8c2d1-cb95-4c71-bcd6-a15f0e237ce3,2024-12-05 10:08:47,6,Doctor,/pharmacy/orders/6163,500,7,8,5187,10,3,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
1cd490da-66fb-4795-a526-42488a322961,2024-12-27 12:44:38,6,Doctor,/patient/labs/3422,200,6,6,2313,12,4,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
a37b1c43-b5b9-41fd-93d9-1ba566470dcb,2025-01-27 16:48:27,7,Doctor,/patient/appointments/confirm,200,6,0,9418,16,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
328fa7f4-7e8f-4515-9ba0-c9de3cf8471a,2024-11-28 09:41:47,8,Doctor,/patient/appointments/cancel,304,6,0,9417,9,3,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
080eb516-a658-45e3-8ec9-e067f58eae59,2025-01-05 23:44:24,8,Doctor,/patient/labs/8936,302,6,6,8248,23,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,6,0,0.0
b379dd01-f6cd-4f36-a429-30f0e552e1a3,2025-02-22 06:26:57,8,Doctor,/claims/status/7367,200,2,14,6521,6,5,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2,0,0.0
cba15a13-0ffa-44c5-8580-40236f828dda,2024-12-10 14:19:23,10,Doctor,/lab/results/7365,403,4,11,6519,14,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,4,0,0.0
3f2d4b05-d0ba-43b4-9a3b-b01ba8f47021,2025-01-23 15:53:34,10,Doctor,/patient/appointments/cancel,200,6,0,9417,15,3,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
d3380570-cb62-4de5-80ff-837ff8afbf52,2025-01-27 06:57:03,10,Doctor,/patient/labs/3834,200,6,6,2724,6,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
fd8d1251-f90f-48f5-9c41-676515160eb0,2025-02-14 02:54:04,10,Doctor,/pharmacy/refills/5922,200,7,10,4919,2,4,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,7,0,0.0
025ecc1c-f125-441b-a215-ab83f8d2bfc1,2024-11-27 15:18:34,11,Doctor,/patient/appointments/confirm,200,6,0,9418,15,2,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,6,0,0.0
820cfda8-0e95-4c73-9a76-877886a65ae2,2024-12-25 12:37:50,11,Doctor,/patient/appointments/confirm,403,6,0,9418,12,2,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
9069e1da-342d-4da0-a0f4-8c047edeb60f,2024-12-02 13:02:50,12,Doctor,/patient/appointments/confirm,403,6,0,9418,13,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
055174bf-7693-4f34-a272-52383e27db9b,2024-12-04 13:35:22,12,Doctor,/claims/status/3465,403,2,14,2355,13,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,2,0,0.0
1966d0cb-466b-4169-ac79-9e78a787e874,2025-01-17 14:05:22,12,Doctor,/patient/labs/2843,201,6,6,1739,14,4,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
2bf6e356-f3a4-4ecc-b868-79b78f47c8b0,2025-01-19 15:21:57,12,Doctor,/billing/invoices/8596?export=true&limit=500,200,1,4,7874,15,6,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,1,0,0.0
67567e55-7c2c-4734-bf7d-bed8bfae03bd,2024-12-16 14:32:25,13,Doctor,/pharmacy/orders/8493,200,7,8,7761,14,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,7,0,0.0
e074daab-ce11-4a3c-8a55-3fe3c13641fd,2025-01-03 06:15:44,13,Doctor,/pharmacy/orders/7080,200,7,8,6206,6,4,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
bb824b8e-ecc7-4f62-a3ad-f16c1c0851ce,2025-01-22 14:59:11,14,Doctor,/patient/appointments/cancel,201,6,0,9417,14,2,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
5ba2707e-3bba-4719-abf0-1885b4b58c01,2024-12-27 03:40:02,16,Doctor,/patient/appointments/526,302,6,0,4183,3,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,6,0,0.0
abdef771-0d52-4b93-abc9-37b7c6cba8b3,2024-12-07 14:57:47,17,Doctor,/lab/tests/8982,302,4,15,8299,14,5,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,4,0,0.0
e14ae49d-2003-4e55-88e1-95ebf712bd8d,2024-12-30 03:24:56,18,Doctor,/billing/invoices/6044?export=true&limit=500,403,1,4,5055,3,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,1,0,0.0
adc54692-97e9-411b-83d3-438aab209745,2024-12-03 16:18:01,19,Doctor,/lab/tests/8608,200,4,15,7887,16,1,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1,4,0,0.0
6d85d54d-2891-407e-97ba-0806ed75f013,2024-12-13 16:17:17,19,Doctor,/pharmacy/refills/5604,304,7,10,4566,16,4,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
4f34b612-e60f-45ef-a89a-dae9422d6e2a,2024-12-24 15:31:13,19,Doctor,/billing/invoices/3506?export=true&limit=500,200,1,4,2397,15,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1,1,0,0.0
018a8e4a-79ee-44e1-845c-a460174b6318,2024-11-28 00:24:10,20,Doctor,/pharmacy/refills/9560,200,7,10,8936,0,3,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7,0,0.0
0785d23d-a4ac-475c-b4a2-abd45670e54f,2024-12-30 15:29:10,20,Doctor,/patient/labs/2859,200,6,6,1753,15,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
edebcb6b-d7b4-4250-82c6-ae23eeebcb2f,2024-12-31 16:24:44,20,Doctor,/patient/records/4033?export=true&limit=1000,200,6,9,2924,16,1,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
677abb98-4f7d-44a1-8f70-689edaad240c,2025-01-13 15:36:36,20,Doctor,/patient/labs/2230,500,6,6,1149,15,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,6,0,0.0
12fa7e85-e84d-4bb2-a5df-0619ecc46031,2025-01-30 01:10:34,20,Doctor,/patient/appointments/confirm,304,6,0,9418,1,3,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0,0.0
404be82b-2f67-4b83-9d80-8d5d2d12562f,2024-12-19 03:27:31,21,Nurse,/pharmacy/orders/5008,302,7,8,3904,3,3,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,7,0,0.0
d7f975b4-4fbd-43d1-860f-3a567c572321,2025-01-05 14:16:10,21,Nurse,/patient/appointments/confirm,200,6,0,9418,14,6,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
bebe09b1-ab95-4ead-b05f-840c39cb454a,2025-01-19 12:30:55,21,Nurse,/patient/appointments/confirm,200,6,0,9418,12,6,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
eced13c8-7234-455b-b25e-8529f1e95c5d,2024-11-28 23:47:53,22,Nurse,/lab/tests/8405,201,4,15,7664,23,3,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,4,0,0.0
655c08e6-5431-4d1f-bbf9-258704c5003f,2024-12-02 10:30:30,22,Nurse,/pharmacy/refills/5156,200,7,10,4068,10,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,7,0,0.0
fdc66dd0-642f-4edd-8142-f968dc099e94,2024-12-12 09:49:26,22,Nurse,/pharmacy/refills/7335,302,7,10,6486,9,3,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,7,0,0.0
ba6cab42-b4d5-4319-903f-8f23abd17a8d,2025-01-29 14:55:40,22,Nurse,/patient/labs/5208,302,6,6,4126,14,2,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
4a5c50f8-7609-4635-bc48-2cd340cf575b,2025-02-22 14:50:17,22,Nurse,/patient/appointments/confirm,200,6,0,9418,14,5,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
cd8730fe-137b-4144-a3e5-e89432b3c5ab,2024-12-22 14:39:34,23,Nurse,/pharmacy/orders/5062,201,7,8,3964,14,6,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,7,0,0.0
c2d63073-fdf3-4524-b255-7f6285d8ab05,2025-01-09 15:16:32,23,Nurse,/pharmacy/refills/9535,200,7,10,8908,15,3,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,7,0,0.0
3adb5e6a-fb97-4837-a3c7-d537c4256df4,2025-01-11 14:16:10,23,Nurse,/claims/status/3227,200,2,14,2116,14,5,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,2,0,0.0
d9eb830e-41a2-4bd6-871d-5befba71f319,2025-01-30 12:54:33,23,Nurse,/pharmacy/orders/5631,200,7,8,4596,12,3,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,2,7,0,0.0
b708c656-40e6-47a2-8410-ec7a4a4329bd,2025-02-22 19:04:26,23,Nurse,/patient/appointments/cancel,200,6,0,9417,19,5,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
edd794b5-87ec-402d-9ff6-0b166c7251a3,2024-12-05 16:30:14,24,Nurse,/patient/appointments/confirm,302,6,0,9418,16,3,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
fbd469b9-8dae-4bc4-abfb-9733c325383f,2024-12-13 13:00:11,24,Nurse,/patient/insurance/3257,304,6,3,2146,13,4,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
59398b8d-5e08-4a60-b837-da4389352de5,2025-02-02 11:40:43,24,Nurse,/patient/appointments/confirm,200,6,0,9418,11,6,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
809d88aa-bd6e-49d3-b08d-bb12d041609b,2025-02-20 16:07:53,24,Nurse,/patient/appointments/cancel,200,6,0,9417,16,3,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,6,0,0.0
5b0007ca-967e-432c-93ae-b830bae5276b,2025-01-10 11:17:01,25,Nurse,/claims/status/5172,200,2,14,4086,11,4,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,2,0,0.0
7233443f-3b79-4665-af17-5c3ed5fbb0ad,2025-01-13 09:58:20,25,Nurse,/patient/labs/5825,302,6,6,4811,9,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
0c4c1b2b-4dca-4d25-8a69-163a0853f9a0,2024-12-27 12:21:06,26,Nurse,/lab/tests/7267,200,4,15,6411,12,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,4,0,0.0
cb0ef682-f288-4977-994d-642a2a6c1990,2024-12-29 23:58:28,26,Nurse,/pharmacy/orders/7884,403,7,8,7090,23,6,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,7,0,0.0
c3cf095c-3fd6-43fb-908b-437d6889e636,2025-01-12 12:32:42,26,Nurse,/lab/results/9903,304,4,11,9311,12,6,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,4,0,0.0
f518b7f3-7628-4bb0-9a38-78174f212d62,2025-01-20 07:53:02,26,Nurse,/billing/invoices/8309?export=true&limit=500,200,1,4,7558,7,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,1,0,0.0
95ab635d-1326-4fb7-8aae-a3bfd2a02390,2025-01-29 06:09:49,26,Nurse,/patient/labs/4840,200,6,6,3735,6,2,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
ea8c6432-f416-4a7e-b267-d1ea88a64645,2025-01-24 06:55:12,27,Nurse,/patient/appointments/635,200,6,0,5394,6,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,6,0,0.0
352f5c29-7822-4e65-815f-4bc9a0928b39,2025-01-19 07:58:51,28,Nurse,/patient/appointments/cancel,200,6,0,9417,7,6,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
a3d1aa33-be7c-4560-9024-1805a0dc0757,2024-11-30 08:29:41,29,Nurse,/pharmacy/refills/8073,200,7,10,7299,8,5,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,2,7,0,0.0
3f4dec8c-e719-4160-9ecc-15c245d4da71,2024-12-13 11:20:35,29,Nurse,/patient/records/4859?export=true&limit=1000,201,6,9,3754,11,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,6,0,0.0
cabeeef2-1a90-40a5-9997-ffa5aead1a3b,2025-02-18 14:00:45,29,Nurse,/patient/labs/7748,200,6,6,6940,14,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
c39b1120-dcfc-41df-a2e3-ac012a759b1d,2024-12-02 01:51:38,30,Nurse,/lab/tests/7679,200,4,15,6864,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,4,0,0.0
50c8457b-4bd8-48bd-a381-4598a98625da,2024-12-03 16:08:46,30,Nurse,/pharmacy/orders/9606,200,7,8,8985,16,1,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,2,7,0,0.0
2c5afbf7-2641-4f85-8fc5-8e91343f4a55,2024-12-10 12:39:51,30,Nurse,/claims/status/4722,201,2,14,3618,12,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,2,0,0.0
26cb0d2d-59fc-4dbc-92cc-3dcca9a4f2c0,2024-12-22 15:34:36,30,Nurse,/patient/labs/1019,200,6,6,20,15,6,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,6,0,0.0
676c76ac-e31f-4f6f-a0e3-be953d7a2145,2025-01-07 11:13:52,30,Nurse,/pharmacy/orders/8211,200,7,8,7451,11,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,7,0,0.0
1d290e67-6edb-423c-ab15-53beb28182b3,2025-02-05 08:13:38,30,Nurse,/claims/status/6021,200,2,14,5030,8,2,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,2,0,0.0
70eb6215-89c7-4d4c-acbc-000c1f5193d2,2025-02-07 09:49:06,30,Nurse,/pharmacy/orders/7563,200,7,8,6737,9,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,7,0,0.0
925e8f58-3dbf-4f7c-b657-4663169f5725,2024-12-13 11:23:55,31,Nurse,/claims/status/7369,200,2,14,6523,11,4,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,2,2,0,0.0
aca37a0b-c02e-4484-a11e-fbb461715bc4,2024-12-18 16:21:53,31,Nurse,/lab/tests/8544,403,4,15,7817,16,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,2,4,0,0.0
99bcdcae-4e5f-4c55-8009-443200782d21,2025-01-25 07:39:48,31,Nurse,/patient/insurance/8553,201,6,3,7827,7,5,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,2,6,0,0.0
47155664-2252-4533-8e3f-76b568d2d538,2025-02-15 14:48:02,31,Nurse,/claims/status/8724,302,2,14,8015,14,5,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,2,0,0.0
918554b1-dcdf-4eb2-8ba0-ab8a22f6a680,2025-01-09 13:29:03,32,Nurse,/pharmacy/refills/5010,200,7,10,3907,13,3,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,2,7,0,0.0
146092f7-3f58-44cb-93d6-f6886bc071a4,2025-01-25 23:00:08,32,Nurse,/patient/records/6055?export=true&limit=1000,201,6,9,5067,23,5,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
9a219ffe-50bb-4768-87be-08ef671cebaf,2025-02-19 05:19:25,32,Nurse,/patient/labs/5851,200,6,6,4840,5,2,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
70752ad5-dd9e-44be-b975-306b03488f34,2024-12-27 15:13:53,33,Nurse,/patient/records/6331?export=true&limit=1000,200,6,9,5374,15,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,6,0,0.0
c6d764e1-5a34-4b83-bd25-16bea3ab4d97,2025-01-13 08:47:23,34,Nurse,/patient/appointments/883,500,6,0,8131,8,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
84c8dfde-b33b-4cfd-ae07-9f1c57292844,2024-12-03 06:22:52,35,Nurse,/patient/labs/5710,200,6,6,4684,6,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,6,0,0.0
0f17358f-f1c0-41c9-993e-15f282810174,2024-12-23 07:25:48,35,Nurse,/pharmacy/orders/7926,201,7,8,7136,7,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,7,0,0.0
45d18a2c-296d-42bc-ae7e-18f43e978a80,2024-12-27 01:33:54,35,Nurse,/lab/tests/9561,200,4,15,8937,1,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,2,4,0,0.0
df476140-261e-4ab2-9dd5-534a13838977,2025-01-12 16:14:38,35,Nurse,/patient/labs/7464,200,6,6,6628,16,6,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
31b80d5e-54a9-45b7-b08d-c31fd520cfcc,2025-01-18 00:53:24,35,Nurse,/claims/status/3865,200,2,14,2754,0,5,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,2,0,0.0
abb8c420-9041-4fe2-a132-fa915ad5ff2f,2025-01-19 13:19:17,35,Nurse,/patient/appointments/cancel,302,6,0,9417,13,6,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
5d5f08f6-2c88-4721-9eea-95426b4b14b8,2025-01-16 04:42:41,36,Nurse,/lab/results/9090,200,4,11,8419,4,3,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,4,0,0.0
e09ed943-5adb-4556-bcfb-21fcc3ad93bf,2025-02-05 05:07:06,36,Nurse,/claims/status/4372,200,2,14,3266,5,2,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,2,0,0.0
600615db-9ca4-4d80-927d-a671e91b433f,2025-02-15 12:57:08,36,Nurse,/patient/labs/7256,200,6,6,6399,12,5,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
087843ab-6ee2-475d-a02b-e78e71658305,2025-01-06 05:54:41,37,Nurse,/lab/tests/8230,200,4,15,7472,5,0,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,4,0,0.0
7a445635-d800-48a4-bf83-737739182549,2025-01-07 06:52:10,37,Nurse,/pharmacy/orders/5941,200,7,8,4940,6,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,7,0,0.0
ec08c29d-b03f-40df-8a00-e8c03980da9e,2025-01-11 02:54:25,37,Nurse,/patient/records/2264?export=true&limit=1000,200,6,9,1182,2,5,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
310865a2-ca4a-4603-a0bf-434e79f93c51,2025-01-11 21:35:26,37,Nurse,/patient/appointments/confirm,200,6,0,9418,21,5,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,6,0,0.0
60e1fbd2-84f1-40af-85db-a12676e2ffb0,2025-02-11 06:37:39,37,Nurse,/claims/status/7259,200,2,14,6402,6,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,2,0,0.0
ef23c42e-61a5-482d-8379-7ad71419be1b,2024-12-19 12:22:31,38,Nurse,/pharmacy/refills/6015,200,7,10,5023,12,3,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,7,0,0.0
ed6f73da-0ac9-4ee3-be47-dd3bb6e030bc,2024-12-30 09:56:18,38,Nurse,/patient/labs/4615,200,6,6,3511,9,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
2f54abf0-bc48-4359-8d8f-2c0dbbf95715,2025-01-30 10:29:38,38,Nurse,/patient/insurance/7116,200,6,3,6245,10,3,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,6,0,0.0
1848df9e-658f-4e6f-a8a8-19acf1354da5,2025-02-21 14:55:40,38,Nurse,/patient/insurance/1907,201,6,3,834,14,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,6,0,0.0
a9a239f8-28b6-4fcc-8698-d8708acf1d50,2024-12-01 03:26:15,39,Nurse,/claims/status/6586,200,2,14,5656,3,6,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,2,0,0.0
12c4f7ce-b7e0-4d64-a008-68b50bcc3749,2024-12-06 07:32:20,39,Nurse,/patient/labs/2390,403,6,6,1303,7,4,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
40a51c3c-5908-45a9-9b32-d4f4f69ec156,2024-12-11 05:49:53,39,Nurse,/pharmacy/orders/9118,200,7,8,8449,5,2,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,7,0,0.0
e7540148-939c-478e-b5e2-4569bf992d2c,2024-12-18 03:53:56,39,Nurse,/patient/labs/7737,201,6,6,6928,3,2,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
b95ae3d5-be5b-4dcf-bb18-4f50a6f00269,2025-01-06 07:10:57,39,Nurse,/claims/status/7974,200,2,14,7189,7,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,2,0,0.0
518122eb-25d1-426a-8e58-94839d70d2e6,2025-01-17 15:43:04,39,Nurse,/patient/labs/9355,201,6,6,8710,15,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,6,0,0.0
6f3cc223-1008-4a83-98c2-8636d13422c7,2025-02-06 14:40:59,39,Nurse,/claims/status/6471,500,2,14,5529,14,3,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,2,0,0.0
3b95181a-eadc-4a0f-bbe6-5d83ffda0376,2024-12-18 06:55:13,40,Nurse,/patient/records/2164?export=true&limit=1000,200,6,9,1086,6,2,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2,6,0,0.0
d7926881-5fb4-4d24-a127-e8a1c5f0f685,2025-01-12 10:27:04,40,Nurse,/patient/appointments/cancel,201,6,0,9417,10,6,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6,0,0.0
